inn,brand_name,brand_key,sponsor,authority,route_final,form_canon,sponsor_class,strength_raw,total_mg,total_volume_ml,conc_mg_per_ml,presentation_type,presentation_idx,most_recent_nct_id,most_recent_phase
denosumab,ZADENVI,ZADENVI,Zentiva k.s.,EMA,SC,prefilled_syringe,biosimilar,60 mg in 1 mL (60 mg/mL),60.0,1.0,60.0,liquid,0,UNKNOWN,Approved
adalimumab,Humira,HUMIRA,,EMA,SC,unknown,originator,,,,,,0,NCT03412747,Approved
ublituximab,Briumvi 150 mg concentrate for solution for infusion,BRIUMVI,"Neuraxpharm Pharmaceuticals, S.L.",EMA,IV,solution,originator,150 mg of ublituximab in 6 ml (25 mg/ml),150.0,6.0,25.0,liquid,0,NCT07220252,Approved
belimumab,Benlysta 200 mg solution for injection in pre-filled pen.,BENLYSTA,GlaxoSmithKline (Ireland) Limited,EMA,SC,autoinjector,originator,200 mg in 1 mL,200.0,1.0,200.0,liquid,0,NCT03844061,Approved
rituximab,Rixathon,RIXATHON,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,NCT05533164,Approved
lanadelumab,TAKHZYRO,TAKHZYRO,Takeda Pharmaceuticals International AG Ireland Branch,EMA,SC,solution,originator,150 mg in 1 ml; 300 mg in 2 ml,150.0,1.0,150.0,liquid,0,NCT05460325,Approved
lanadelumab,TAKHZYRO,TAKHZYRO,Takeda Pharmaceuticals International AG Ireland Branch,EMA,SC,solution,originator,150 mg in 1 ml; 300 mg in 2 ml,300.0,2.0,150.0,liquid,1,NCT05460325,Approved
rituximab,Truxima 100 mg concentrate for solution for infusion; Truxima 500 mg concentrate for solution for infusion,TRUXIMA,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,NCT05735834,Approved
elotuzumab,Empliciti,EMPLICITI,Bristol-Myers Squibb Pharma EEIG,EMA,IV,lyophilized_powder,originator,300 mg; 400 mg; 25 mg/mL,300.0,,,other,0,NCT02420860,Approved
elotuzumab,Empliciti,EMPLICITI,Bristol-Myers Squibb Pharma EEIG,EMA,IV,lyophilized_powder,originator,300 mg; 400 mg; 25 mg/mL,400.0,,,other,1,NCT02420860,Approved
elotuzumab,Empliciti,EMPLICITI,Bristol-Myers Squibb Pharma EEIG,EMA,IV,lyophilized_powder,originator,300 mg; 400 mg; 25 mg/mL,,,25.0,other,2,NCT02420860,Approved
rituximab,Blitzima,BLITZIMA,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,NCT04609046,Approved
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,15.0,1.5,10.0,liquid,0,NCT06285071,Approved
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,60.0,1.5,40.0,liquid,1,NCT06285071,Approved
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,150.0,1.5,100.0,liquid,2,NCT06285071,Approved
concizumab,Alhemo,ALHEMO,Novo Nordisk A/S,EMA,SC,solution,originator,15 mg/1.5 mL; 60 mg/1.5 mL; 150 mg/1.5 mL; 300 mg/3 mL,300.0,3.0,100.0,liquid,3,NCT06285071,Approved
denosumab,Bomyntra,BOMYNTRA,Fresenius Kabi Deutschland GmbH,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
toripalimab,LOQTORZI,LOQTORZI,Topalliance Biosciences Europe Limited,EMA,IV,solution,originator,240 mg/6 mL,240.0,6.0,40.0,liquid,0,NCT07423078,Approved
ustekinumab,Eksunbi 130 mg concentrate for solution for infusion,EKSUNBI,Samsung Bioepis NL B.V.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
denosumab,Yaxwer 120 mg solution for injection,YAXWER,Gedeon Richter Plc.,EMA,SC,solution,biosimilar,120 mg/1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
isatuximab,SARCLISA,SARCLISA,Sanofi Winthrop Industrie,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT04643002,Approved
brodalumab,Kyntheum,KYNTHEUM,LEO Pharma A/S,EMA,SC,solution,originator,210 mg in 1.5 ml (140 mg/ml),210.0,1.5,140.0,liquid,0,NCT04340076,Approved
denosumab,Wyost 120 mg solution for injection,WYOST,Sandoz GmbH,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
trastuzumab,Dazublys 150 mg powder for concentrate for solution for infusion.,DAZUBLYS,CuraTeQ Biologics s.r.o,EMA,IV,lyophilized_powder,biosimilar,150 mg (reconstituted: 21 mg/mL),150.0,7.142857142857143,21.0,lyophilized_reconstituted,0,UNKNOWN,Approved
rituximab,Riximyo,RIXIMYO,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
sutimlimab,Enjaymo 50 mg/mL solution for infusion,ENJAYMO,Recordati Rare Diseases,EMA,IV,solution,originator,50 mg/mL,,,50.0,liquid,0,UNKNOWN,Approved
denosumab,Jubereq,JUBEREQ,Accord Healthcare S.L.U.,EMA,SC,solution,biosimilar,120 mg in 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
tildrakizumab,Ilumetri,ILUMETRI,"Almirall, S.A.",EMA,SC,prefilled_syringe,originator,100 mg in 1 mL; 200 mg in 2 mL,100.0,1.0,100.0,liquid,0,NCT04340076,Approved
tildrakizumab,Ilumetri,ILUMETRI,"Almirall, S.A.",EMA,SC,prefilled_syringe,originator,100 mg in 1 mL; 200 mg in 2 mL,200.0,2.0,100.0,liquid,1,NCT04340076,Approved
denosumab,Xbryk,XBRYK,Samsung Bioepis NL B.V.,EMA,SC,solution,biosimilar,120 mg in approximately 1.7 mL (70 mg/mL),120.0,1.7,70.58823529411765,liquid,0,UNKNOWN,Approved
rituximab,Ituxredi,ITUXREDI,,EMA,IV,solution,biosimilar,Each ml contains 10 mg of rituximab.,,,10.0,liquid,0,UNKNOWN,Approved
infliximab,Zessly,ZESSLY,Sandoz GmbH,EMA,IV,lyophilized_powder,biosimilar,100 mg,100.0,,,other,0,UNKNOWN,Approved
omalizumab,Xolair,XOLAIR,Novartis Europharm Limited,EMA,SC,solution,originator,75 mg in 0.5 ml,75.0,0.5,150.0,liquid,0,NCT06943534,Approved
trastuzumab,KANJINTI,KANJINTI,Amgen Europe B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg powder for concentrate for solution for infusion; 420 mg powder for concentrate for solution for infusion,150.0,,,lyophilized_reconstituted,0,NCT03811418,Approved
trastuzumab,KANJINTI,KANJINTI,Amgen Europe B.V.,EMA,IV,lyophilized_powder,biosimilar,150 mg powder for concentrate for solution for infusion; 420 mg powder for concentrate for solution for infusion,420.0,,,lyophilized_reconstituted,1,NCT03811418,Approved
romosozumab,EVENITY 105 mg solution for injection in pre-filled pen,EVENITY,UCB Pharma S.A.,EMA,SC,solution,originator,105 mg of romosozumab in 1.17 ml of solution (90 mg/ml),105.0,1.17,89.74358974358974,liquid,0,NCT06558188,Approved
panitumumab,Vectibix,VECTIBIX,Amgen Europe B.V.,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT06252649,Approved
regdanvimab,Regkirona,REGKIRONA,Celltrion Healthcare Hungary Kft.,EMA,IV,solution,originator,60 mg/mL,,,60.0,liquid,0,NCT05982704,Approved
ustekinumab,STELARA 130mg concentrate for solution for infusion,STELARA,Janssen-Cilag International NV,EMA,IV,solution,originator,130mg in 26mL(5mg/mL),130.0,26.0,5.0,liquid,0,NCT03370133,Approved
reslizumab,CINQAERO,CINQAERO,Teva B.V.,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
fremanezumab,AJOVY,AJOVY,"TEVA GmbH, Graf-Arco-Str. 3, 89079 Ulm, Germany",EMA,SC,solution,originator,225 mg in 1.5 mL,225.0,1.5,150.0,liquid,0,NCT06173661,Approved
rituximab,MabThera,MABTHERA,,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,NCT01679119,Approved
adalimumab,AMGEVITA,AMGEVITA,,EMA,SC,solution,biosimilar,20 mg in 0.4 mL (50 mg/mL); 40 mg in 0.8 mL (50 mg/mL),20.0,0.4,50.0,liquid,0,NCT04131322,Approved
adalimumab,AMGEVITA,AMGEVITA,,EMA,SC,solution,biosimilar,20 mg in 0.4 mL (50 mg/mL); 40 mg in 0.8 mL (50 mg/mL),40.0,0.8,50.0,liquid,1,NCT04131322,Approved
garadacimab,ANDEMBRY,ANDEMBRY,CSL Behring GmbH,EMA,SC,solution,originator,200 mg in 1.2 mL,200.0,1.2,166.66666666666666,liquid,0,UNKNOWN,Approved
benralizumab,Fasenra,FASENRA,AstraZeneca AB,EMA,SC,prefilled_syringe,originator,30 mg in 1 mL,30.0,1.0,30.0,liquid,0,NCT06512883,Approved
bevacizumab,Onbevzi,ONBEVZI,,EMA,IV,solution,biosimilar,25 mg/ml,,,25.0,liquid,0,NCT05904457,Approved
eptinezumab,VYEPTI,VYEPTI,H. Lundbeck A/S,EMA,IV,solution,originator,Each vial of concentrate contains 100 mg eptinezumab per mL; Each vial of concentrate contains 300 mg eptinezumab per 3 mL,,,100.0,liquid,0,NCT05164172,Approved
eptinezumab,VYEPTI,VYEPTI,H. Lundbeck A/S,EMA,IV,solution,originator,Each vial of concentrate contains 100 mg eptinezumab per mL; Each vial of concentrate contains 300 mg eptinezumab per 3 mL,300.0,3.0,100.0,liquid,1,NCT05164172,Approved
obiltoxaximab,NYXTHRACIS,NYXTHRACIS,SFL Pharmaceuticals Deutschland GmbH,EMA,IV,solution,biosimilar,100 mg/mL,,,100.0,liquid,0,UNKNOWN,Approved
tremelimumab,Tremelimumab AstraZeneca,TREMELIMUMAB ASTRAZENECA,AstraZeneca AB,EMA,IV,solution,biosimilar,20 mg/ml,,,20.0,liquid,0,UNKNOWN,Approved
tislelizumab,Tizveni,TIZVENI,Beigene Ireland Limited,EMA,IV,solution,biosimilar,100 mg/10 ml,100.0,10.0,10.0,liquid,0,UNKNOWN,Approved
crizanlizumab,Adakveo,ADAKVEO,Novartis Europharm Limited,EMA,IV,solution,originator,10 mg/ml,,,10.0,liquid,0,NCT04611880,Approved
ibalizumab,Trogarzo 200 mg concentrate for solution for infusion,TROGARZO,Theratechnologies Europe Limited,EMA,IV,solution,originator,200 mg in 1.33 mL of solution,200.0,1.33,150.37594,liquid,0,NCT03913195,Approved
bevacizumab,Equidacent,EQUIDACENT,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
rituximab,Ritemvia,RITEMVIA,,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
necitumumab,Portrazza 800 mg concentrate for solution for infusion,PORTRAZZA,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,800 mg/50 mL,800.0,50.0,16.0,liquid,0,NCT03944772,Approved
bevacizumab,Lextemy,LEXTEMY,,EMA,IV,solution,biosimilar,25 mg/mL,,,25.0,liquid,0,UNKNOWN,Approved
adalimumab,Halimatoz,HALIMATOZ,,EMA,SC,solution,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
adalimumab,Halimatoz,HALIMATOZ,,EMA,SC,solution,biosimilar,20 mg in 0.4 ml; 40 mg in 0.8 ml,40.0,0.8,50.0,liquid,1,UNKNOWN,Approved
adalimumab,Kromeya,KROMEYA,,EMA,SC,solution,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,UNKNOWN,Approved
olaratumab,Lartruvo,LARTRUVO,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,10 mg/mL,,,10.0,liquid,0,NCT03437070,Approved
rituximab,Rituzena,RITUZENA,Celltrion Healthcare Hungary Kft.,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
ofatumumab,Arzerra,ARZERRA,Novartis Europharm Limited,EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,NCT02135133,Approved
adalimumab,Cyltezo,CYLTEZO,,EMA,SC,solution,biosimilar,40 mg in 0.8 mL,40.0,0.8,50.0,liquid,0,UNKNOWN,Approved
adalimumab,SOLYMBIC,SOLYMBIC,,EMA,SC,prefilled_syringe,biosimilar,20 mg of adalimumab in 0.4 mL (50 mg/mL) solution,20.0,0.4,50.0,liquid,0,UNKNOWN,Approved
daclizumab,Zinbryta,ZINBRYTA,BIOGEN IDEC Limited,EMA,SC,prefilled_syringe,biosimilar,150 mg in 1 mL,150.0,1.0,150.0,liquid,0,NCT00246129,Approved
dinutuximab,Unituxin,UNITUXIN,"United Therapeutics Europe, Ltd.",EMA,IV,solution,originator,3.5 mg/mL,,,3.5,liquid,0,NCT06450041,Approved
nivolumab,Nivolumab BMS,NIVOLUMAB BMS,Bristol-Myers Squibb Pharma EEIG,EMA,IV,solution,biosimilar,10 mg/mL,,,10.0,liquid,0,UNKNOWN,Approved
alemtuzumab,MabCampath,MABCAMPATH,Genzyme Europe BV,EMA,IV,solution,biosimilar,10 mg/ml,,,10.0,liquid,0,NCT01186640,Approved
efalizumab,Raptiva,RAPTIVA,Serono Europe Ltd.,EMA,SC,lyophilized_powder,originator,100 mg/ml,,,100.0,liquid,0,NCT00115076,Approved
daclizumab,Zenapax 5 mg/ml concentrate for solution for infusion,ZENAPAX,Roche Registration Limited,EMA,IV,solution,originator,5 mg/ml,,,5.0,liquid,0,NCT00685061,Approved
adalimumab,Trudexa,TRUDEXA,"Abbott Laboratories Ltd., Queenborough, Kent ME11 5EL, United Kingdom",EMA,SC,solution,biosimilar,40 mg in 0.8 ml,40.0,0.8,50.0,liquid,0,UNKNOWN,Approved
belimumab,BENLYSTA,BENLYSTA,GlaxoSmithKline LLC,FDA,IV,prefilled_syringe,originator,200 mg/mL,,,200.0,liquid,0,NCT03844061,Approved
crovalimab,PIASKY,PIASKY,"Genentech, Inc.",FDA,IV,solution,originator,340 mg/2 mL (170 mg/mL),340.0,2.0,170.0,liquid,0,UNKNOWN,Approved
guselkumab,TREMFYA,TREMFYA,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,originator,100 mg/mL,,,100.0,liquid,0,NCT07532486,Approved
lecanemab,LEQEMBI,LEQEMBI,Eisai Inc.,FDA,IV,solution,originator,500 mg/5 mL (100 mg/mL),500.0,5.0,100.0,liquid,0,NCT06602258,Approved
mirikizumab,OMVOH,OMVOH,Eli Lilly and Company,FDA,IV,solution,originator,300 mg/15 mL (20 mg/mL),300.0,15.0,20.0,liquid,0,NCT06249555,Approved
pozelimab,VEOPOZ,VEOPOZ,"Regeneron Pharmaceuticals, Inc.",FDA,IV,solution,originator,400 mg/2 mL (200 mg/mL),400.0,2.0,200.0,liquid,0,NCT07142343,Approved
risankizumab,SKYRIZI,SKYRIZI,AbbVie Inc.,FDA,IV,prefilled_syringe,originator,150 mg/mL,,,150.0,liquid,0,NCT04524611,Approved
secukinumab,COSENTYX,COSENTYX,Novartis Pharmaceuticals Corporation,FDA,IV,prefilled_syringe,originator,300 mg/2 mL,300.0,2.0,150.0,liquid,0,NCT03536884,Approved
spesolimab,SPEVIGO,SPEVIGO,"Boehringer Ingelheim Pharmaceuticals, Inc.",FDA,IV,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Approved
spesolimab,SPEVIGO,SPEVIGO,LEO Pharma Inc.,FDA,IV,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Approved
tocilizumab,ACTEMRA,ACTEMRA,"Genentech, Inc.",FDA,IV,solution,biosimilar,162 mg/0.9 mL,162.0,0.9,180.0,liquid,0,NCT07108387,Approved
tocilizumab,AVTOZMA,AVTOZMA,"CELLTRION USA, Inc.",FDA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TOCILIZUMAB-ANOH,TOCILIZUMAB-ANOH,"CELLTRION USA, Inc.",FDA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",80.0,4.0,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",200.0,10.0,20.0,liquid,1,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",400.0,20.0,20.0,liquid,2,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",162.0,0.9,180.0,liquid,3,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,IV,solution,biosimilar,162 mg/0.9 mL,162.0,0.9,180.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB-AEKN,USTEKINUMAB-AEKN,"Teva Pharmaceuticals USA, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,YESINTEK,YESINTEK,Biocon Biologics Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL or 90 mg/mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,USTEKINUMAB,USTEKINUMAB,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL or 90 mg/mL,,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord BioPharma Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL; 90 mg/mL; 130 mg/26 mL (5 mg/mL),130.0,26.0,5.0,liquid,2,UNKNOWN,Approved
ustekinumab,USTEKINUMAB-TTWE,USTEKINUMAB-TTWE,Quallent Pharmaceuticals Health LLC,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,IMULDOSA,IMULDOSA,"Golden State Medical Supply, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,STEQEYMA,STEQEYMA,"CELLTRION USA, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,OTULFI,OTULFI,"Fresenius Kabi USA, LLC",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,"Teva Pharmaceuticals USA, Inc.",FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,STARJEMZA,STARJEMZA,Hikma Pharmaceuticals USA Inc.,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,A-S Medication Solutions,FDA,IV,solution,biosimilar,45 mg/0.5 mL or 90 mg/mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,SELARSDI,SELARSDI,A-S Medication Solutions,FDA,IV,solution,biosimilar,45 mg/0.5 mL or 90 mg/mL,,,90.0,liquid,1,UNKNOWN,Approved
ustekinumab,STELARA,STELARA,"Janssen Biotech, Inc.",FDA,IV,prefilled_syringe,originator,90 mg/mL,,,90.0,liquid,0,NCT03370133,Approved
ustekinumab,PYZCHIVA,PYZCHIVA,Sandoz Inc,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
ustekinumab,PYZCHIVA,PYZCHIVA,Cordavis Limited,FDA,IV,prefilled_syringe,biosimilar,45 mg/0.5 mL,45.0,0.5,90.0,liquid,0,UNKNOWN,Approved
vedolizumab,ENTYVIO,ENTYVIO,"Takeda Pharmaceuticals America, Inc.",FDA,IV,prefilled_syringe,originator,108 mg/0.68 mL,108.0,0.68,158.82352941176472,liquid,0,NCT05442567,Approved
ustekinumab,Steqeyma,STEQEYMA,Celltrion Healthcare Hungary Kft.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
tocilizumab,RoActemra,ROACTEMRA,Roche Registration GmbH,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT04871191,Approved
ustekinumab,IMULDOSA,IMULDOSA,Accord Healthcare S.L.U.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
guselkumab,Tremfya 45mg/0.45mL solution for injection in pre-filled pen,TREMFYA,Janssen-Cilag International NV,EMA,IV,autoinjector,originator,45mg/0.45mL,45.0,0.45,100.0,liquid,0,NCT07532486,Approved
ustekinumab,WEZENLA,WEZENLA,"Amgen Technology (Ireland) UC, Pottery Road, Dun Laoghaire, Co Dublin, Ireland",EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
crovalimab,Piasky,PIASKY,Roche Registration GmbH,EMA,IV,solution,originator,340 mg/2 mL,340.0,2.0,170.0,liquid,0,UNKNOWN,Approved
anifrolumab,Saphnelo,SAPHNELO,AstraZeneca AB,EMA,IV,solution,originator,150 mg/ml,,,150.0,liquid,0,NCT06659029,Approved
mirikizumab,Omvoh,OMVOH,Eli Lilly Nederland B.V.,EMA,IV,solution,originator,300 mg in 15 mL (20 mg/mL),300.0,15.0,20.0,liquid,0,NCT06249555,Approved
risankizumab,Skyrizi,SKYRIZI,AbbVie Deutschland GmbH & Co. KG,EMA,IV,solution,originator,150 mg in 1 mL solution,150.0,1.0,150.0,liquid,0,NCT04524611,Approved
natalizumab,Tysabri,TYSABRI,Biogen Netherlands B.V.,EMA,IV,solution,originator,20 mg/mL,,,20.0,liquid,0,NCT05925049,Approved
ustekinumab,ABSIMKY,ABSIMKY,Accord Healthcare S.L.U.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
ustekinumab,Pyzchiva,PYZCHIVA,Samsung Bioepis NL B.V.,EMA,IV,solution,biosimilar,130 mg in 26 mL (5 mg/mL),130.0,26.0,5.0,liquid,0,UNKNOWN,Approved
tocilizumab,Tyenne,TYENNE,Fresenius Kabi Deutschland GmbH,EMA,IV,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
belimumab,BENLYSTA,BENLYSTA,GlaxoSmithKline LLC,FDA,SC,prefilled_syringe,originator,200 mg/mL,,,200.0,liquid,0,NCT03844061,Approved
crovalimab,PIASKY,PIASKY,"Genentech, Inc.",FDA,SC,solution,originator,340 mg/2 mL (170 mg/mL),340.0,2.0,170.0,liquid,0,UNKNOWN,Approved
guselkumab,TREMFYA,TREMFYA,"Janssen Biotech, Inc.",FDA,SC,prefilled_syringe,originator,100 mg/mL,,,100.0,liquid,0,NCT07532486,Approved
lecanemab,LEQEMBI,LEQEMBI,Eisai Inc.,FDA,SC,solution,originator,500 mg/5 mL (100 mg/mL),500.0,5.0,100.0,liquid,0,NCT06602258,Approved
mirikizumab,OMVOH,OMVOH,Eli Lilly and Company,FDA,SC,solution,originator,300 mg/15 mL (20 mg/mL),300.0,15.0,20.0,liquid,0,NCT06249555,Approved
pozelimab,VEOPOZ,VEOPOZ,"Regeneron Pharmaceuticals, Inc.",FDA,SC,solution,originator,400 mg/2 mL (200 mg/mL),400.0,2.0,200.0,liquid,0,NCT07142343,Approved
risankizumab,SKYRIZI,SKYRIZI,AbbVie Inc.,FDA,SC,prefilled_syringe,originator,150 mg/mL,,,150.0,liquid,0,NCT04524611,Approved
secukinumab,COSENTYX,COSENTYX,Novartis Pharmaceuticals Corporation,FDA,SC,prefilled_syringe,originator,300 mg/2 mL,300.0,2.0,150.0,liquid,0,NCT03536884,Approved
spesolimab,SPEVIGO,SPEVIGO,"Boehringer Ingelheim Pharmaceuticals, Inc.",FDA,SC,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Approved
spesolimab,SPEVIGO,SPEVIGO,LEO Pharma Inc.,FDA,SC,prefilled_syringe,originator,300 mg/2 mL (150 mg/mL),300.0,2.0,150.0,liquid,0,NCT06013969,Approved
tocilizumab,ACTEMRA,ACTEMRA,"Genentech, Inc.",FDA,SC,solution,biosimilar,162 mg/0.9 mL,162.0,0.9,180.0,liquid,0,NCT07108387,Approved
tocilizumab,AVTOZMA,AVTOZMA,"CELLTRION USA, Inc.",FDA,SC,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TOCILIZUMAB-ANOH,TOCILIZUMAB-ANOH,"CELLTRION USA, Inc.",FDA,SC,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,solution,biosimilar,20 mg/mL,,,20.0,liquid,0,UNKNOWN,Approved
tocilizumab,TYENNE,TYENNE,"Fresenius Kabi USA, LLC",FDA,SC,prefilled_syringe,biosimilar,"80 mg/4 mL (20 mg/mL), 200 mg/10 mL (20 mg/mL), 400 mg/20 mL (20 mg/mL); 162 mg/0.9 mL",80.0,4.0,20.0,liquid,0,UNKNOWN,Approved
